name,original_image,original_mask,folder,remove_image,inpaint_image,inpaint_mask,inpaint_background,alignment_score,prediction_score,priority
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0021,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case2_1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0021.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case2_1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0021.png,case2_1,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0021.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0021.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0021.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0021&case_M_20181109101724_0U62368110954624_1_004_001-1_Negative_ayy_image004828.jpg,0.9649,0.9852,1728.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0111,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case2_1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0111.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case2_1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0111.png,case2_1,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0111.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0111.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0111.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0111&0_3_frame_1725.jpg,0.966,0.0767,1790.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0071,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case2_1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0071.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case2_1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0071.png,case2_1,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0071.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0071.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0071.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0071&0_12_frame_3800.jpg,0.9253,0.9303,1738.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0141,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case2_1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0141.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case2_1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0141.png,case2_1,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0141.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0141.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0141.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0141&0_2_frame_2800.jpg,0.9503,0.7733,1848.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0081,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case2_1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0081.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case2_1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0081.png,case2_1,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0081.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0081.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0081.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0081&0_2_frame_4625.jpg,0.9512,0.9253,1955.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0131,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case2_1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0131.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case2_1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0131.png,case2_1,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0131.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0131.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0131.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0131&0_3_frame_75.jpg,0.8643,0.9283,1820.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0011,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case2_1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0011.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case2_1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0011.png,case2_1,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0011.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0011.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0011.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0011&0_1_frame_4550.jpg,0.9514,0.8356,1172.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0121,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case2_1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0121.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case2_1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0121.png,case2_1,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0121.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0121.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0121.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0121&case_M_20181211141049_0U62366121115649_1_002_001-1_Negative_ayy_image002047.jpg,0.9711,0.9832,1198.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0031,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case2_1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0031.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case2_1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0031.png,case2_1,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0031.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0031.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0031.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0031&case_M_20181206100003_0U62363120620303_1_003_001-1_Negative_ayy_image004555.jpg,0.9627,0.9827,532.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0041,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case2_1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0041.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case2_1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0041.png,case2_1,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0041.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0041.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0041.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0041&0_1_frame_6500.jpg,0.8666,0.6508,1309.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0061,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case2_1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0061.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case2_1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0061.png,case2_1,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0061.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0061.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0061.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0061&case_M_20181109101724_0U62368110954624_1_004_001-1_Negative_ayy_image001074.jpg,0.9176,0.9505,1351.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0001,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case2_1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0001.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case2_1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0001.png,case2_1,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0001.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0001.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0001.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0001&0_12_frame_4625.jpg,0.9306,0.7401,1347.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0101,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case2_1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0101.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case2_1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0101.png,case2_1,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0101.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0101.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0101.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0101&0_1_frame_2650.jpg,0.9431,0.947,617.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0091,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case2_1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0091.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case2_1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0091.png,case2_1,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0091.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0091.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0091.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0091&0_11_frame_6775.jpg,0.8244,0.7956,1315.0
case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0021,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case73_3/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0021.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case73_3/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0021.png,case73_3,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0021.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0021.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0021.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0021&0_3_frame_4450.jpg,0.9129,0.5649,1894.0
case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0011,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case73_3/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0011.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case73_3/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0011.png,case73_3,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0011.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0011.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0011.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0011&0_1_frame_2200.jpg,0.6693,0.0005,1532.0
case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0001,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case73_3/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0001.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case73_3/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0001.png,case73_3,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0001.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0001.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0001.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0001&case_M_20181016094928_0U62372101653128_1_006_001-1_Negative_ayy_image007261.jpg,0.9255,0.9452,1336.0
case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0151,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case73_3/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0151.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case73_3/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0151.png,case73_3,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0151.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0151.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0151.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0151&0_12_frame_850.jpg,0.7014,0.4658,1465.0
case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0101,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case73_3/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0101.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case73_3/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0101.png,case73_3,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0101.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0101.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0101.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0101&0_12_frame_4625.jpg,0.8274,0.0006,1270.0
case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0161,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case73_3/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0161.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case73_3/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0161.png,case73_3,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0161.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0161.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0161.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0161&0_2_frame_4425.jpg,0.8886,0.8974,1616.0
case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0141,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case73_3/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0141.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case73_3/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0141.png,case73_3,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0141.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0141.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0141.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0141&0_1_frame_2200.jpg,0.8313,0.0007,1626.0
case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0051,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case73_3/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0051.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case73_3/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0051.png,case73_3,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0051.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0051.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0051.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0051&0_11_frame_9275.jpg,0.9306,0.9654,1287.0
case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0081,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case73_3/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0081.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case73_3/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0081.png,case73_3,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0081.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0081.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0081.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181226125224_0U62363122631224_1_003_001-1_a5_ayy_image0081&0_2_frame_5750.jpg,0.9014,0.6523,798.0
